ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,scenario,theme
9,Julien,10:27:39,Bah alors paul faut pas ouvrir sa gueul que pour manger,bully_support,CAG,victim,DNG,AIN,NULL,NEG,scenario_obesity_Paul_bis,obesity
10,Paul--victime,10:27:43,J'ai le droit de manger mon dessert,victim,NAG,NULL,NULL,CNS,AIN,NEG,scenario_obesity_Paul_bis,obesity
11,brice,10:28:06,bien vue julien t est un bon frero,bully,NAG,NULL,NULL,AIN,AIN,NEG,scenario_obesity_Paul_bis,obesity
12,justine,10:28:07,bas ouais c pas ouf ce que ta fais brice,victim_support,NAG,NULL,NULL,CNS,AIN,NEU,scenario_obesity_Paul_bis,obesity
13,Julien,10:28:12,mais ta pa le droit de faire trembler le sol,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
14,brice,10:28:18,il passe meme pas les portes ce zgeg,bully,OAG,victim,OTH,ATK,AIN,NEG,scenario_obesity_Paul_bis,obesity
15,justine,10:28:33,les gars c batard,victim_support,NAG,NULL,NULL,CR,NULL,NEG,scenario_obesity_Paul_bis,obesity
16,Thibaut,10:28:42,oe trop arretez,victim_support,NAG,NULL,NULL,CR,ATK,NEU,scenario_obesity_Paul_bis,obesity
17,justine,10:28:42,calmer vous,victim_support,NAG,NULL,NULL,CR,ATK,NEU,scenario_obesity_Paul_bis,obesity
18,Julien,10:28:52,on sen justine,bully_support,OAG,victim_support,OTH,ATK,CR,NEG,scenario_obesity_Paul_bis,obesity
19,Julien,10:29:00,blc,bully_support,OAG,victim_support,OTH,ATK,CR,NEG,scenario_obesity_Paul_bis,obesity
20,justine,10:29:20,ho tg et arrete,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
21,Julien,10:29:30,arrete de defendre lautre gros porc,bully_support,OAG,victim,NCG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
22,justine,10:29:57,il a rien fait le pauvre c pas ouf ce que vous faite dans la cantine,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
23,brice,10:30:08,t as pas honte de manger autant,bully,OAG,victim,DNG,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
24,Julien,10:30:24,mais si il fait que manger apres on a pas de rab,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
25,Selena,10:30:24,en quoi ca te dérange ?,victim_support,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_Paul_bis,obesity
26,brice,10:30:26,tu passe ta vie a mcdo,bully,CAG,victim,DNG,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
27,Julien,10:30:26,cet encule,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
28,Thibaut,10:30:46,frere ftp il fait se quil veut,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
29,justine,10:30:48,mec c pas de sa faute si il a pas le meme organisme que nous,victim_support,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_Paul_bis,obesity
30,Selena,10:30:53,au pire il fait ce qu'il veut,victim_support,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_Paul_bis,obesity
31,Julien,10:30:55,il est Né gros,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
32,justine,10:31:05,et alors,victim_support,NAG,NULL,NULL,CNS,ATK,NEG,scenario_obesity_Paul_bis,obesity
33,Selena,10:31:10,et ca te pose un problème ?,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_obesity_Paul_bis,obesity
35,Thibaut,10:31:24,en plus t'es raciste frr,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
36,Julien,10:31:27,il fait de lombre,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
37,Pierre66,10:31:32,tranquille mon reuf,conciliator,NAG,NULL,NULL,CR,ATK,NEU,scenario_obesity_Paul_bis,obesity
38,justine,10:32:04,mec tg julien,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
39,Julien,10:32:16,toi tg retourne faire la vaisselle,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
40,Selena,10:32:30,Julien au pire défoule toi autrement non,victim_support,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
41,Julien,10:32:47,jme defoule pas je dis quie la verite,bully_support,NAG,NULL,NULL,OTH,DFN,NEU,scenario_obesity_Paul_bis,obesity
42,justine,10:32:49,moi a moins je suis pas un iench,victim_support,OAG,bully_support,NCG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
43,brice,10:32:50,tg selena il se defoule en mangeant lui ce zgeg,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
44,Arthur,10:32:55,Il va exploser après,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
45,Thibaut,10:32:55,mais frerot tu es cringe,victim_support,OAG,bully_support,NCG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
46,Paul--victime,10:33:06,"brice tg, ce n'est pas vrai que je mange beaucoup, je suis né comme ça, j'ai juste de gros os",victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
47,justine,10:33:12,ho no cringe,victim_support,OAG,bully_support,NCG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
48,Pierre66,10:33:26,force paul on est pas ensemble,conciliator,NAG,NULL,NULL,OTH,DFN,NEU,scenario_obesity_Paul_bis,obesity
49,Julien,10:33:26,c'est sque jdis t ne gros,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
50,Thibaut,10:33:51,bah voila c pas sa faute,victim_support,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_Paul_bis,obesity
51,justine,10:33:57,voila,victim_support,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_Paul_bis,obesity
52,Julien,10:34:01,jmen blc,bully_support,CAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
53,brice,10:34:07,pierre ta soeur la chauve qui sort avk un aksel,bully,OAG,conciliator,OTH,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
54,justine,10:34:18,?,victim_support,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
55,Selena,10:34:23,c'est quoi ton problème ? Qu'est ce que tu veux pour arrêter,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
56,justine,10:34:24,wtf bro,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
57,brice,10:34:40,ta mere pour arrettez,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
58,justine,10:34:44,-_-,victim_support,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
59,Julien,10:34:54,la mere de paul elle a mange bk pendant laccouchement,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
60,justine,10:35:09,t vraiment pas possible,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
61,brice,10:35:15,il a raison,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_Paul_bis,obesity
62,justine,10:35:30,ho tg toi,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
63,Selena,10:35:40,Vous êtes vraiement bête,victim_support,OAG,bully_support,NCG,DFN,AIN,NEG,scenario_obesity_Paul_bis,obesity
66,Julien,10:35:49,elle avait tellement un gos ventre on aurait dit un dromadaire,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
67,Paul--victime,10:36:00,tg Julien,victim,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
68,Selena,10:36:05,mais en faite comme toutes les mamans enceintes,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_obesity_Paul_bis,obesity
69,Julien,10:36:11,tg ton pere le chauve,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
70,Thibaut,10:36:24,c'est bien d'etre chauve,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_obesity_Paul_bis,obesity
71,brice,10:36:30,nn  c juiste la sienne elle est en surpoid comme celle a pierre,bully,OAG,victim/conciliator,DNG,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
72,Julien,10:36:33,tu va au trampoline park tu passes a travers,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
73,justine,10:36:41,ca c de l'insulte mec franchement ferme la,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
74,Selena,10:36:54,croix qu'être en surpoid rend différent un être humain ?!,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_obesity_Paul_bis,obesity
75,Julien,10:37:14,bah un peu ducoup,bully_support,OAG,victim,OTH,ATK,CNS,NEG,scenario_obesity_Paul_bis,obesity
76,Arthur,10:37:23,pas qu'un peu,bully_support,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_Paul_bis,obesity
77,Julien,10:37:25,il ressemble ronflex ce tdc,bully_support,OAG,victim,OTH,ATK,CNS,NEG,scenario_obesity_Paul_bis,obesity
78,Selena,10:37:27,"prends pas un gramme, on va pas te louper",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
79,brice,10:37:28,nn vzy chuit dessoler,bully,OAG,victim,DNG,ATK,CNS,NEG,scenario_obesity_Paul_bis,obesity
80,justine,10:37:45,c maintenant que tu texcuse,victim_support,NAG,NULL,NULL,OTH,ATK,NEU,scenario_obesity_Paul_bis,obesity
81,brice,10:38:02,y as toujours un bon moment,bully,OAG,victim,DNG,ATK,CNS,NEG,scenario_obesity_Paul_bis,obesity
82,justine,10:38:05,julien suce ma bite,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
83,Pierre66,10:38:09,excuse toi brice,conciliator,NAG,NULL,NULL,OTH,ATK,NEU,scenario_obesity_Paul_bis,obesity
84,justine,10:38:22,encore,victim_support,CAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
85,Selena,10:38:31,"tu t'es prise pour qui, laissez Paul tranquille et puis basta",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
86,Julien,10:38:39,paul quand il va prendre une corde et un tabouret la corde elle va lacher,bully_support,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
87,brice,10:38:43,meme si sa mere elle mange tout le temp a mcdo,bully,OAG,victim,DNG,ATK,CNS,NEG,scenario_obesity_Paul_bis,obesity
88,Arthur,10:38:55,ohh ça va on peut un peu rigoler,bully_support,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_Paul_bis,obesity
89,Selena,10:38:56,elle a qu'une vie,victim_support,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_Paul_bis,obesity
90,Pierre66,10:39:02,Brice t'es pas drole,conciliator,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
91,Paul--victime,10:39:16,Si tu étais comme moi brice tu aimerais que les gens se moquent de toi ?,victim,NAG,NULL,NULL,CNS,ATK,NEU,scenario_obesity_Paul_bis,obesity
92,Thibaut,10:39:17,juste excuse toi et c'est bon,victim_support,NAG,NULL,NULL,CR,ATK,NEU,scenario_obesity_Paul_bis,obesity
93,Selena,10:39:29,"la honte d'avoir des enfants comme Julien, Arthur et ceux qui sont des deux côtes",victim_support,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_obesity_Paul_bis,obesity
94,Pierre66,10:39:30,Brice reponds,conciliator,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
95,brice,10:39:30,pierre ta soeur la chauve souris et toi qi ressemble a un rongeur,bully,OAG,conciliator,OTH,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
96,Julien,10:39:38,paul il voit meme pas sa teub de 2mm avec son gros ventre,bully_support,OAG,victim,DNG,ATK,CNS,NEG,scenario_obesity_Paul_bis,obesity
97,justine,10:39:39,après julien on sait que ta était adopter pas besoin de te défouler sur paul,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
98,Pierre66,10:39:43,Merci gros,conciliator,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
99,Selena,10:39:53,faut pas que quelqu'un de ta famille subisse pareil ! tu vas rien comprendre,victim_support,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_obesity_Paul_bis,obesity
100,Julien,10:40:22,ils subiront rien ils sot pas gros,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
101,brice,10:40:25,je cherche une meuf voila mon snap: paullegros,bully,CAG,victim,OTH,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
102,Pierre66,10:40:39,parle francais,conciliator,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
103,Thibaut,10:40:43,parle fr stp,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
104,Selena,10:40:43,Julien t'es juste jaloux,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
105,Pierre66,10:40:56,ah le batard,conciliator,OAG,bully_support,NCG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
106,Selena,10:41:05,"Julien, peut être pas gros mais pas très intelligent",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
107,Julien,10:41:07,de tous les macdos ?,bully_support,OAG,victim,OTH,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
108,Thibaut,10:41:23,t'es cringe avec ton macdo,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
109,justine,10:41:28,julien calme toi on sait que tu t'assume pas et que t juste une merde,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
110,Pierre66,10:41:29,de fou,conciliator,OAG,bully_support,NCG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
111,Thibaut,10:41:35,es des arguments stp,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
112,Selena,10:41:39,brice toi tu devrais pas parler,victim_support,OAG,bully,OTH,DFN,NULL,NEG,scenario_obesity_Paul_bis,obesity
113,Julien,10:41:47,nah venez en vrai jvous envcule un par un bande de pedales,bully_support,OAG,victim/victim_support,OTH,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
114,brice,10:41:48,messi meilleure que ronaldo et paul plus gros qu un sumo,bully,OAG,victim,DNG,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
115,Pierre66,10:41:49,on est d'accord,conciliator,NAG,NULL,NULL,OTH,DFN,NEU,scenario_obesity_Paul_bis,obesity
116,Thibaut,10:42:05,bah vasy on t'attend julien,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
117,justine,10:42:06,ta pas de bite julien tu peux pas,victim_support,OAG,bully_support,DNG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
118,Pierre66,10:42:06,non on est pas d'accord,conciliator,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_Paul_bis,obesity
119,Julien,10:42:23,ta mere elle la uce justine sucé,bully_support,OAG,victim_support,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
120,justine,10:42:36,parle fr stp,victim_support,CAG,bully_support,DNG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
121,brice,10:42:43,</3 >.< X) D: =$,bully,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
122,Pierre66,10:42:49,gouiri > messi,conciliator,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
123,Paul--victime,10:42:53,personne ne voudra plus être mon ami  à cause de toi batard brice,victim,OAG,bully,NCG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
124,Thibaut,10:43:00,mais il est gay avec ses emojis,victim_support,OAG,bully,NCG,EMP,DFN,NEG,scenario_obesity_Paul_bis,obesity
125,brice,10:43:10,messi c un monstre frero,bully,NAG,NULL,NULL,OTH,OTH,NEU,scenario_obesity_Paul_bis,obesity
126,Julien,10:43:11,pas de soucis demain au lycee jtencule thibault,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
127,Thibaut,10:43:13,tkt Paul,victim_support,NAG,NULL,NULL,EMP,DFN,NEU,scenario_obesity_Paul_bis,obesity
128,Julien,10:43:16,jte nik tes morts,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
129,justine,10:43:34,julien le dieu des gays,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
130,Thibaut,10:43:37,ftg gros chien,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
131,brice,10:43:37,pierre t fou sale nicois de merde,bully,OAG,conciliator,OTH,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
132,Selena,10:43:41,"Julien Arthur vous vous la fermez un peu, laissez le tranquille",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
133,Julien,10:43:53,justine la reines des putes,bully_support,OAG,victim_support,NCG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
134,Selena,10:44:00,tu crois que toi on va te tacler sur tes peties imperfections,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
135,Pierre66,10:44:11,ta soeur la parisienn qui prend 1-0 par un filou,conciliator,CAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
136,justine,10:44:28,:'),victim_support,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
137,Julien,10:44:33,andy delort il te nik tes morts,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
138,brice,10:44:34,ta soeur la chauve qui prend des 3a0,bully,OAG,conciliator,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
139,justine,10:44:36,tu parle de oiq,victim_support,CAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
140,brice,10:44:45,de foot mon reuf,bully,NAG,NULL,NULL,OTH,DFN,NEU,scenario_obesity_Paul_bis,obesity
141,justine,10:44:51,ok,victim_support,NAG,NULL,NULL,OTH,OTH,NEU,scenario_obesity_Paul_bis,obesity
142,Julien,10:44:58,la chatte a justine c'est la cage a costil,bully_support,OAG,victim_support,OTH,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
143,justine,10:44:59,bas tg alors julein je te fait bouffer ma big bite,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
144,Pierre66,10:45:29,je dois dire que c'est faux mais en vrai je suis d'accord,conciliator,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
145,brice,10:45:51,bulka pire gardien ce zgeg,bully,OAG,victim,OTH,ATK,NULL,NEG,scenario_obesity_Paul_bis,obesity
146,justine,10:45:55,mon enorme chibrax dans ta bouche julien,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
147,Thibaut,10:45:58,tes avec qui Paul srx,victim_support,NAG,NULL,NULL,OTH,OTH,NEG,scenario_obesity_Paul_bis,obesity
148,Julien,10:46:01,tu bouffe ma big bite paul mange des big mac,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
149,Paul--victime,10:46:11,Julien j'aimerais voir si je peux prendre une vidéo de toi en train de te chier dessus si ça te fait plaisir,victim,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
150,Pierre66,10:46:18,bulka a les plus grosses couilles de france,conciliator,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
151,justine,10:46:28,il c faire que ca tu peux y aller,victim_support,NAG,NULL,NULL,EMP,DFN,NEG,scenario_obesity_Paul_bis,obesity
152,Julien,10:46:29,lautre gros est scatophile,bully_support,OAG,victim,NCG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
153,justine,10:46:53,et toi t vraiment un tarer mental,victim_support,OAG,bully_support,DNG,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
154,Thibaut,10:47:02,mais qu'est ce tu raconte srx julien tu raconte que de la merde frr,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
155,Julien,10:47:38,ta geule thibault ta mere elle se fait prendre par toute lusine peugeot,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
156,Selena,10:47:49,"julien si on te bloques tous tu va moins rigoler, t'auras plus de victime",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
157,brice,10:47:59,paul quand il monte sur son lit il le casse,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
158,Julien,10:48:06,bah je vous emmerderez en vrai,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
159,justine,10:48:10,mec la drogue c mal faut arreter julien je sais que ta mère elle t'aime pas julien pas besoin d'attaquer les autres,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
160,Julien,10:49:03,ta mere elle prend prebnd du popers ca lui ecarte le trou de balle  justine,bully_support,OAG,victim_support,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
161,justine,10:49:12,et que ta était adopté,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
162,Thibaut,10:49:22,faut qui fasse avec,victim_support,NAG,NULL,NULL,OTH,ATK,NEG,scenario_obesity_Paul_bis,obesity
163,justine,10:49:30,le pauvre aussi,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
164,Paul--victime,10:49:35,"@brice tu m'as rendu très triste, en ce moment je veux juste disparaître de ma vie",victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
165,Thibaut,10:49:49,"julien a pas de parent, ca doit etre dur..",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
166,Julien,10:49:53,DISPARAITTTT,bully_support,OAG,victim,OTH,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
167,Selena,10:49:54,"Julien mais arêter de vous attaquez qur des trucs commace, faites du sport je sais pas moi-_- -_-",victim_support,NAG,NULL,NULL,CR,ATK,NEU,scenario_obesity_Paul_bis,obesity
168,Thibaut,10:50:01,c'est pour ca quil se dechaine,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
169,justine,10:50:07,et pas d'amis quelle dommage,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
170,Pierre66,10:50:07,brice DEHORSSSSS,conciliator,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
171,brice,10:50:14,sa ferait une bonne places sur la terre,bully,CAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
172,justine,10:50:24,tg toi,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
173,Thibaut,10:50:31,la place yen a il a pas besoins de disparaitre,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_obesity_Paul_bis,obesity
174,brice,10:50:46,quand tu bz ta meuf tu l asphyxie ou bquoi,bully,OAG,victim,DNG,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
175,Julien,10:50:53,si si c'esr un magicien,bully_support,OAG,victim,OTH,AIN,ATK,NEG,scenario_obesity_Paul_bis,obesity
176,Pierre66,10:50:59,tu t'appelle brice...,conciliator,CAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
177,Julien,10:51:07,il pens au bien de la planete,bully_support,OAG,victim,OTH,AIN,ATK,NEG,scenario_obesity_Paul_bis,obesity
178,justine,10:51:11,bon bas brice et julien excuser vous bande de merde que vous servez a quelque chose,victim_support,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_obesity_Paul_bis,obesity
179,Julien,10:51:32,si tu veux je commande la corde et le tabouret pour toi paul tu te charge juste filmer et sauter en avant,bully_support,OAG,victim,OTH,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
180,Selena,10:51:52,julien tu vas trop loin,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
181,Pierre66,10:51:58,ca vapercer ca,conciliator,NAG,NULL,NULL,OTH,DFN,NEU,scenario_obesity_Paul_bis,obesity
182,justine,10:52:02,c vrai que toi ten a pas besoin ta mere est deja morte julien,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
183,Paul--victime,10:52:04,"tg Julien , J'espère que toi et ton ami brice irez en prison.",victim,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_obesity_Paul_bis,obesity
184,Selena,10:52:06,arrêtes toi,victim_support,NAG,NULL,NULL,CR,NULL,NEU,scenario_obesity_Paul_bis,obesity
185,Julien,10:52:07,jmen blc jespere il meurt,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
186,brice,10:52:12,mais sava pas marcher il va casser la corde avk son poid,bully,OAG,victim,DNG,AIN,ATK,NEG,scenario_obesity_Paul_bis,obesity
187,Thibaut,10:52:13,julien on te retrouve tu va avoir des problemes,victim_support,CAG,bully_support,THR,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
188,justine,10:52:32,mdr,victim_support,NAG,NULL,NULL,OTH,NULL,NEU,scenario_obesity_Paul_bis,obesity
189,brice,10:52:35,tu risque pas de te faire kidnapper u rentre pas dans le camion,bully,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
190,Julien,10:52:38,tg vien jtenclanche,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_Paul_bis,obesity
191,Thibaut,10:52:47,avec quoi,victim_support,NAG,NULL,NULL,OTH,ATK,NEU,scenario_obesity_Paul_bis,obesity
192,justine,10:52:49,il va se cacher il a trop peur,victim_support,CAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
193,Julien,10:52:56,mes mains con de ta mere,bully_support,OAG,victim_support,DNG,ATK,OTH,NEG,scenario_obesity_Paul_bis,obesity
194,Thibaut,10:53:01,ok faisont comme ca,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_obesity_Paul_bis,obesity
